
#######################################################
  RUN 1/5  |  seed=42
#######################################################

=======================================================
 Method: FEDAVG  |  Dataset: CICMALDROID
 Tasks: 5  |  Rounds/task: 25  |  Clients: 10
 DP: OFF
=======================================================
 Device: cpu
[CICMalDroid] 5385 samples, 200 features
[CICMalDroid] Benign=1795, Malware=3590
[CICMalDroid] Class dist: {1: 479, 2: 781, 3: 1405, 4: 925, 5: 1795}  (1=Adware 2=Banking 3=SMS 4=Riskware 5=Benign)
[Data] Strategy: category-aware temporal split + client specialization
  Task 0 (dom=Adware): 870 samples | Mal=511 Ben=359
  Task 1 (dom=Banking): 1131 samples | Mal=772 Ben=359
  Task 2 (dom=SMS): 1678 samples | Mal=1319 Ben=359
  Task 3 (dom=Riskware): 1258 samples | Mal=899 Ben=359
  Task 4 (dom=Adware): 448 samples | Mal=89 Ben=359
[Data] 5 tasks x 10 clients ready.

───────────────────────────────────────────────────────
 TASK 0  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=0.7337 | acc=0.594 ✓
  Client 08 | round=  5 | stage=STABLE     | score=0.000 | loss=0.4065 | acc=0.812 ✓
  Client 09 | round=  5 | stage=STABLE     | score=0.000 | loss=0.3742 | acc=0.859 ✓
[Server] Round 80: active=10/10 | τ=0.800 | avg_score=0.208 | avg_acc=0.808
  Client 00 | round=  6 | stage=REPLAY     | score=1.000 | loss=0.5331 | acc=0.736 ✓
  Client 01 | round=  6 | stage=REPLAY     | score=1.000 | loss=0.8003 | acc=0.755 ✓
  Client 02 | round=  6 | stage=STABLE     | score=0.000 | loss=0.5406 | acc=0.852 ✓
  Client 03 | round=  6 | stage=REPLAY     | score=0.435 | loss=0.5714 | acc=0.796 ✓
  Client 04 | round=  6 | stage=STABLE     | score=0.154 | loss=0.4901 | acc=0.807 ✓
  Client 05 | round=  6 | stage=STABLE     | score=0.088 | loss=0.7699 | acc=0.754 ✓
  Client 06 | round=  6 | stage=STABLE     | score=0.042 | loss=0.3047 | acc=0.906 ✓
  Client 07 | round=  6 | stage=REPLAY     | score=0.500 | loss=0.2005 | acc=0.930 ✓
  Client 08 | round=  6 | stage=STABLE     | score=0.000 | loss=0.3234 | acc=0.844 ✓
  Client 09 | round=  6 | stage=STABLE     | score=0.000 | loss=0.3504 | acc=0.891 ✓
[Server] Round 81: active=10/10 | τ=0.800 | avg_score=0.322 | avg_acc=0.827
  Client 00 | round=  7 | stage=STABLE     | score=0.000 | loss=0.5863 | acc=0.698 ✓
  Client 01 | round=  7 | stage=STABLE     | score=0.029 | loss=0.5791 | acc=0.717 ✓
  Client 02 | round=  7 | stage=STABLE     | score=0.000 | loss=0.5607 | acc=0.833 ✓
  Client 03 | round=  7 | stage=REPLAY     | score=0.904 | loss=0.4974 | acc=0.778 ✓
  Client 04 | round=  7 | stage=STABLE     | score=0.000 | loss=0.4695 | acc=0.842 ✓
  Client 05 | round=  7 | stage=REPLAY     | score=0.401 | loss=0.6620 | acc=0.772 ✓
  Client 06 | round=  7 | stage=STABLE     | score=0.000 | loss=0.2496 | acc=0.914 ✓
  Client 07 | round=  7 | stage=STABLE     | score=0.000 | loss=0.2251 | acc=0.906 ✓
  Client 08 | round=  7 | stage=STABLE     | score=0.000 | loss=0.4416 | acc=0.812 ✓
  Client 09 | round=  7 | stage=STABLE     | score=0.110 | loss=0.4647 | acc=0.812 ✓
[Server] Round 82: active=10/10 | τ=0.800 | avg_score=0.144 | avg_acc=0.808
  Client 00 | round=  8 | stage=STABLE     | score=0.122 | loss=0.5781 | acc=0.736 ✓
  Client 01 | round=  8 | stage=STABLE     | score=0.000 | loss=0.6007 | acc=0.736 ✓
  Client 02 | round=  8 | stage=STABLE     | score=0.000 | loss=0.5187 | acc=0.778 ✓
  Client 03 | round=  8 | stage=REPLAY     | score=0.671 | loss=0.5548 | acc=0.741 ✓
  Client 04 | round=  8 | stage=STABLE     | score=0.100 | loss=0.5093 | acc=0.772 ✓
  Client 05 | round=  8 | stage=STABLE     | score=0.000 | loss=0.6839 | acc=0.754 ✓
  Client 06 | round=  8 | stage=STABLE     | score=0.000 | loss=0.2728 | acc=0.891 ✓
  Client 07 | round=  8 | stage=STABLE     | score=0.075 | loss=0.2739 | acc=0.898 ✓
  Client 08 | round=  8 | stage=REPLAY     | score=0.607 | loss=0.4851 | acc=0.781 ✓
  Client 09 | round=  8 | stage=STABLE     | score=0.056 | loss=0.4959 | acc=0.844 ✓
[Server] Round 83: active=10/10 | τ=0.800 | avg_score=0.163 | avg_acc=0.793
  Client 00 | round=  9 | stage=REPLAY     | score=0.519 | loss=0.6305 | acc=0.774 ✓
  Client 01 | round=  9 | stage=REPLAY     | score=0.324 | loss=0.5516 | acc=0.717 ✓
  Client 02 | round=  9 | stage=STABLE     | score=0.000 | loss=0.4760 | acc=0.778 ✓
  Client 03 | round=  9 | stage=REPLAY     | score=0.602 | loss=0.4644 | acc=0.759 ✓
  Client 04 | round=  9 | stage=STABLE     | score=0.000 | loss=0.4548 | acc=0.772 ✓
  Client 05 | round=  9 | stage=STABLE     | score=0.000 | loss=0.6879 | acc=0.789 ✓
  Client 06 | round=  9 | stage=STABLE     | score=0.000 | loss=0.2389 | acc=0.945 ✓
  Client 07 | round=  9 | stage=STABLE     | score=0.049 | loss=0.2390 | acc=0.898 ✓
  Client 08 | round=  9 | stage=REPLAY     | score=0.649 | loss=0.3064 | acc=0.859 ✓
  Client 09 | round=  9 | stage=REPLAY     | score=0.313 | loss=0.3913 | acc=0.844 ✓
[Server] Round 84: active=10/10 | τ=0.800 | avg_score=0.245 | avg_acc=0.814
  Client 00 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5509 | acc=0.755 ✓
  Client 01 | round= 10 | stage=STABLE     | score=0.111 | loss=0.5245 | acc=0.717 ✓
  Client 02 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4809 | acc=0.741 ✓
  Client 03 | round= 10 | stage=REPLAY     | score=0.359 | loss=0.5172 | acc=0.759 ✓
  Client 04 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4722 | acc=0.807 ✓
  Client 05 | round= 10 | stage=STABLE     | score=0.266 | loss=0.7450 | acc=0.737 ✓
  Client 06 | round= 10 | stage=REPLAY     | score=0.339 | loss=0.2724 | acc=0.891 ✓
  Client 07 | round= 10 | stage=REPLAY     | score=0.364 | loss=0.2495 | acc=0.883 ✓
  Client 08 | round= 10 | stage=STABLE     | score=0.000 | loss=0.3629 | acc=0.828 ✓
  Client 09 | round= 10 | stage=STABLE     | score=0.000 | loss=0.2852 | acc=0.891 ✓
[Server] Round 85: active=10/10 | τ=0.800 | avg_score=0.144 | avg_acc=0.801
  Client 00 | round= 11 | stage=STABLE     | score=0.000 | loss=0.5090 | acc=0.736 ✓
  Client 01 | round= 11 | stage=REPLAY     | score=0.355 | loss=0.4947 | acc=0.717 ✓
  Client 02 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4704 | acc=0.870 ✓
  Client 03 | round= 11 | stage=REPLAY     | score=0.506 | loss=0.4337 | acc=0.778 ✓
  Client 04 | round= 11 | stage=REPLAY     | score=0.921 | loss=0.4241 | acc=0.789 ✓
  Client 05 | round= 11 | stage=REPLAY     | score=0.547 | loss=0.6482 | acc=0.772 ✓
  Client 06 | round= 11 | stage=STABLE     | score=0.193 | loss=0.2250 | acc=0.891 ✓
  Client 07 | round= 11 | stage=STABLE     | score=0.000 | loss=0.2080 | acc=0.945 ✓
  Client 08 | round= 11 | stage=STABLE     | score=0.099 | loss=0.4178 | acc=0.812 ✓
  Client 09 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4922 | acc=0.812 ✓
[Server] Round 86: active=10/10 | τ=0.800 | avg_score=0.262 | avg_acc=0.812
  Client 00 | round= 12 | stage=STABLE     | score=0.000 | loss=0.5800 | acc=0.755 ✓
  Client 01 | round= 12 | stage=STABLE     | score=0.000 | loss=0.5726 | acc=0.792 ✓
  Client 02 | round= 12 | stage=STABLE     | score=0.107 | loss=0.3777 | acc=0.833 ✓
  Client 03 | round= 12 | stage=REPLAY     | score=0.560 | loss=0.4799 | acc=0.759 ✓
  Client 04 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3998 | acc=0.860 ✓
  Client 05 | round= 12 | stage=STABLE     | score=0.000 | loss=0.6932 | acc=0.719 ✓
  Client 06 | round= 12 | stage=STABLE     | score=0.000 | loss=0.2285 | acc=0.906 ✓
  Client 07 | round= 12 | stage=STABLE     | score=0.000 | loss=0.2575 | acc=0.891 ✓
  Client 08 | round= 12 | stage=REPLAY     | score=0.682 | loss=0.3360 | acc=0.812 ✓
  Client 09 | round= 12 | stage=REPLAY     | score=0.339 | loss=0.3980 | acc=0.828 ✓
[Server] Round 87: active=10/10 | τ=0.800 | avg_score=0.169 | avg_acc=0.816
  Client 00 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4969 | acc=0.792 ✓
  Client 01 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4284 | acc=0.792 ✓
  Client 02 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4194 | acc=0.833 ✓
  Client 03 | round= 13 | stage=REPLAY     | score=0.365 | loss=0.5274 | acc=0.778 ✓
  Client 04 | round= 13 | stage=STABLE     | score=0.000 | loss=0.3958 | acc=0.842 ✓
  Client 05 | round= 13 | stage=REPLAY     | score=0.690 | loss=0.5975 | acc=0.789 ✓
  Client 06 | round= 13 | stage=STABLE     | score=0.000 | loss=0.2233 | acc=0.938 ✓
  Client 07 | round= 13 | stage=REPLAY     | score=0.373 | loss=0.2085 | acc=0.906 ✓
  Client 08 | round= 13 | stage=REPLAY     | score=0.545 | loss=0.4463 | acc=0.828 ✓
  Client 09 | round= 13 | stage=REPLAY     | score=0.824 | loss=0.3491 | acc=0.891 ✓
[Server] Round 88: active=10/10 | τ=0.800 | avg_score=0.280 | avg_acc=0.839
  Client 00 | round= 14 | stage=REPLAY     | score=0.962 | loss=0.4786 | acc=0.774 ✓
  Client 01 | round= 14 | stage=STABLE     | score=0.000 | loss=0.5400 | acc=0.755 ✓
  Client 02 | round= 14 | stage=STABLE     | score=0.000 | loss=0.4512 | acc=0.778 ✓
  Client 03 | round= 14 | stage=STABLE     | score=0.079 | loss=0.4010 | acc=0.778 ✓
  Client 04 | round= 14 | stage=STABLE     | score=0.295 | loss=0.4770 | acc=0.789 ✓
  Client 05 | round= 14 | stage=STABLE     | score=0.000 | loss=0.5942 | acc=0.789 ✓
  Client 06 | round= 14 | stage=REPLAY     | score=0.331 | loss=0.2499 | acc=0.898 ✓
  Client 07 | round= 14 | stage=STABLE     | score=0.000 | loss=0.1650 | acc=0.961 ✓
  Client 08 | round= 14 | stage=STABLE     | score=0.000 | loss=0.3428 | acc=0.859 ✓
  Client 09 | round= 14 | stage=STABLE     | score=0.000 | loss=0.3940 | acc=0.828 ✓
[Server] Round 89: active=10/10 | τ=0.800 | avg_score=0.167 | avg_acc=0.821
  Client 00 | round= 15 | stage=REPLAY     | score=0.742 | loss=0.4549 | acc=0.774 ✓
  Client 01 | round= 15 | stage=REPLAY     | score=0.375 | loss=0.5070 | acc=0.717 ✓
  Client 02 | round= 15 | stage=STABLE     | score=0.000 | loss=0.4082 | acc=0.796 ✓
  Client 03 | round= 15 | stage=STABLE     | score=0.140 | loss=0.4827 | acc=0.778 ✓
  Client 04 | round= 15 | stage=STABLE     | score=0.117 | loss=0.4073 | acc=0.842 ✓
  Client 05 | round= 15 | stage=STABLE     | score=0.000 | loss=0.6091 | acc=0.789 ✓
  Client 06 | round= 15 | stage=STABLE     | score=0.000 | loss=0.2082 | acc=0.930 ✓
  Client 07 | round= 15 | stage=STABLE     | score=0.000 | loss=0.1837 | acc=0.922 ✓
  Client 08 | round= 15 | stage=STABLE     | score=0.000 | loss=0.3785 | acc=0.875 ✓
  Client 09 | round= 15 | stage=STABLE     | score=0.000 | loss=0.3588 | acc=0.891 ✓
[Server] Round 90: active=10/10 | τ=0.800 | avg_score=0.138 | avg_acc=0.831
  Client 00 | round= 16 | stage=STABLE     | score=0.275 | loss=0.5316 | acc=0.755 ✓
  Client 01 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4924 | acc=0.736 ✓
  Client 02 | round= 16 | stage=STABLE     | score=0.005 | loss=0.3940 | acc=0.815 ✓
  Client 03 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4056 | acc=0.815 ✓
  Client 04 | round= 16 | stage=STABLE     | score=0.000 | loss=0.4108 | acc=0.807 ✓
  Client 05 | round= 16 | stage=STABLE     | score=0.000 | loss=0.5769 | acc=0.789 ✓
  Client 06 | round= 16 | stage=STABLE     | score=0.000 | loss=0.1816 | acc=0.953 ✓
  Client 07 | round= 16 | stage=REPLAY     | score=0.500 | loss=0.1894 | acc=0.953 ✓
  Client 08 | round= 16 | stage=REPLAY     | score=0.946 | loss=0.4548 | acc=0.828 ✓
  Client 09 | round= 16 | stage=STABLE     | score=0.000 | loss=0.2873 | acc=0.875 ✓
[Server] Round 91: active=10/10 | τ=0.800 | avg_score=0.173 | avg_acc=0.833
  Client 00 | round= 17 | stage=REPLAY     | score=0.461 | loss=0.4871 | acc=0.755 ✓
  Client 01 | round= 17 | stage=STABLE     | score=0.197 | loss=0.4602 | acc=0.774 ✓
  Client 02 | round= 17 | stage=REPLAY     | score=0.303 | loss=0.3968 | acc=0.833 ✓
  Client 03 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4829 | acc=0.815 ✓
  Client 04 | round= 17 | stage=STABLE     | score=0.033 | loss=0.3515 | acc=0.877 ✓
  Client 05 | round= 17 | stage=REPLAY     | score=0.799 | loss=0.5347 | acc=0.789 ✓
  Client 06 | round= 17 | stage=STABLE     | score=0.000 | loss=0.1985 | acc=0.953 ✓
  Client 07 | round= 17 | stage=STABLE     | score=0.131 | loss=0.1639 | acc=0.945 ✓
  Client 08 | round= 17 | stage=REPLAY     | score=0.500 | loss=0.3264 | acc=0.844 ✓
  Client 09 | round= 17 | stage=REPLAY     | score=0.558 | loss=0.4216 | acc=0.875 ✓
[Server] Round 92: active=10/10 | τ=0.800 | avg_score=0.298 | avg_acc=0.846
  Client 00 | round= 18 | stage=STABLE     | score=0.000 | loss=0.4830 | acc=0.792 ✓
  Client 01 | round= 18 | stage=STABLE     | score=0.000 | loss=0.4638 | acc=0.811 ✓
  Client 02 | round= 18 | stage=STABLE     | score=0.238 | loss=0.3810 | acc=0.796 ✓
  Client 03 | round= 18 | stage=STABLE     | score=0.218 | loss=0.4339 | acc=0.796 ✓
  Client 04 | round= 18 | stage=REPLAY     | score=0.486 | loss=0.3519 | acc=0.825 ✓
  Client 05 | round= 18 | stage=STABLE     | score=0.195 | loss=0.5995 | acc=0.789 ✓
  Client 06 | round= 18 | stage=STABLE     | score=0.000 | loss=0.1441 | acc=0.969 ✓
  Client 07 | round= 18 | stage=REPLAY     | score=0.500 | loss=0.1843 | acc=0.914 ✓
  Client 08 | round= 18 | stage=STABLE     | score=0.000 | loss=0.3726 | acc=0.875 ✓
  Client 09 | round= 18 | stage=REPLAY     | score=0.691 | loss=0.3633 | acc=0.891 ✓
[Server] Round 93: active=10/10 | τ=0.800 | avg_score=0.233 | avg_acc=0.846
  Client 00 | round= 19 | stage=REPLAY     | score=0.389 | loss=0.5074 | acc=0.811 ✓
  Client 01 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3977 | acc=0.792 ✓
  Client 02 | round= 19 | stage=STABLE     | score=0.001 | loss=0.4416 | acc=0.815 ✓
  Client 03 | round= 19 | stage=STABLE     | score=0.000 | loss=0.4262 | acc=0.778 ✓
  Client 04 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3295 | acc=0.860 ✓
  Client 05 | round= 19 | stage=STABLE     | score=0.000 | loss=0.5083 | acc=0.789 ✓
  Client 06 | round= 19 | stage=REPLAY     | score=0.500 | loss=0.1941 | acc=0.930 ✓
  Client 07 | round= 19 | stage=STABLE     | score=0.000 | loss=0.1780 | acc=0.945 ✓
  Client 08 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3716 | acc=0.859 ✓
  Client 09 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3748 | acc=0.797 ✓
[Server] Round 94: active=10/10 | τ=0.800 | avg_score=0.089 | avg_acc=0.838
  Client 00 | round= 20 | stage=STABLE     | score=0.000 | loss=0.4412 | acc=0.849 ✓
  Client 01 | round= 20 | stage=REPLAY     | score=0.466 | loss=0.4552 | acc=0.792 ✓
  Client 02 | round= 20 | stage=STABLE     | score=0.000 | loss=0.3683 | acc=0.852 ✓
  Client 03 | round= 20 | stage=REPLAY     | score=0.311 | loss=0.3818 | acc=0.815 ✓
  Client 04 | round= 20 | stage=STABLE     | score=0.241 | loss=0.3659 | acc=0.860 ✓
  Client 05 | round= 20 | stage=REPLAY     | score=0.737 | loss=0.5037 | acc=0.789 ✓
  Client 06 | round= 20 | stage=STABLE     | score=0.000 | loss=0.1610 | acc=0.953 ✓
  Client 07 | round= 20 | stage=REPLAY     | score=0.703 | loss=0.1831 | acc=0.922 ✓
  Client 08 | round= 20 | stage=STABLE     | score=0.000 | loss=0.3837 | acc=0.812 ✓
  Client 09 | round= 20 | stage=REPLAY     | score=0.730 | loss=0.4204 | acc=0.844 ✓
[Server] Round 95: active=10/10 | τ=0.800 | avg_score=0.319 | avg_acc=0.849
  Client 00 | round= 21 | stage=STABLE     | score=0.000 | loss=0.4727 | acc=0.811 ✓
  Client 01 | round= 21 | stage=REPLAY     | score=0.552 | loss=0.4800 | acc=0.811 ✓
  Client 02 | round= 21 | stage=STABLE     | score=0.000 | loss=0.4097 | acc=0.870 ✓
  Client 03 | round= 21 | stage=REPLAY     | score=0.408 | loss=0.4110 | acc=0.796 ✓
  Client 04 | round= 21 | stage=STABLE     | score=0.000 | loss=0.3484 | acc=0.860 ✓
  Client 05 | round= 21 | stage=STABLE     | score=0.000 | loss=0.5171 | acc=0.807 ✓
  Client 06 | round= 21 | stage=STABLE     | score=0.000 | loss=0.1845 | acc=0.953 ✓
  Client 07 | round= 21 | stage=STABLE     | score=0.000 | loss=0.1792 | acc=0.961 ✓
  Client 08 | round= 21 | stage=STABLE     | score=0.000 | loss=0.3089 | acc=0.844 ✓
  Client 09 | round= 21 | stage=STABLE     | score=0.000 | loss=0.2890 | acc=0.875 ✓
[Server] Round 96: active=10/10 | τ=0.800 | avg_score=0.096 | avg_acc=0.859
  Client 00 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4887 | acc=0.792 ✓
  Client 01 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4268 | acc=0.811 ✓
  Client 02 | round= 22 | stage=STABLE     | score=0.000 | loss=0.3323 | acc=0.852 ✓
  Client 03 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4454 | acc=0.815 ✓
  Client 04 | round= 22 | stage=STABLE     | score=0.159 | loss=0.3399 | acc=0.842 ✓
  Client 05 | round= 22 | stage=STABLE     | score=0.059 | loss=0.5278 | acc=0.807 ✓
  Client 06 | round= 22 | stage=STABLE     | score=0.000 | loss=0.1383 | acc=0.969 ✓
  Client 07 | round= 22 | stage=STABLE     | score=0.000 | loss=0.2116 | acc=0.938 ✓
  Client 08 | round= 22 | stage=STABLE     | score=0.000 | loss=0.2696 | acc=0.906 ✓
  Client 09 | round= 22 | stage=STABLE     | score=0.000 | loss=0.3883 | acc=0.859 ✓
[Server] Round 97: active=10/10 | τ=0.800 | avg_score=0.022 | avg_acc=0.859
  Client 00 | round= 23 | stage=REPLAY     | score=0.438 | loss=0.4495 | acc=0.792 ✓
  Client 01 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4295 | acc=0.792 ✓
  Client 02 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3643 | acc=0.870 ✓
  Client 03 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3580 | acc=0.833 ✓
  Client 04 | round= 23 | stage=REPLAY     | score=0.550 | loss=0.3411 | acc=0.895 ✓
  Client 05 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4978 | acc=0.807 ✓
  Client 06 | round= 23 | stage=STABLE     | score=0.000 | loss=0.2183 | acc=0.945 ✓
  Client 07 | round= 23 | stage=REPLAY     | score=0.392 | loss=0.1928 | acc=0.945 ✓
  Client 08 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3138 | acc=0.875 ✓
  Client 09 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3071 | acc=0.891 ✓
[Server] Round 98: active=10/10 | τ=0.800 | avg_score=0.138 | avg_acc=0.865
  Client 00 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4724 | acc=0.755 ✓
  Client 01 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4222 | acc=0.792 ✓
  Client 02 | round= 24 | stage=STABLE     | score=0.289 | loss=0.3727 | acc=0.833 ✓
  Client 03 | round= 24 | stage=STABLE     | score=0.191 | loss=0.3803 | acc=0.796 ✓
  Client 04 | round= 24 | stage=STABLE     | score=0.272 | loss=0.3740 | acc=0.807 ✓
  Client 05 | round= 24 | stage=STABLE     | score=0.079 | loss=0.5125 | acc=0.807 ✓
  Client 06 | round= 24 | stage=STABLE     | score=0.000 | loss=0.1926 | acc=0.961 ✓
  Client 07 | round= 24 | stage=REPLAY     | score=0.546 | loss=0.1469 | acc=0.953 ✓
  Client 08 | round= 24 | stage=STABLE     | score=0.173 | loss=0.3315 | acc=0.828 ✓
  Client 09 | round= 24 | stage=STABLE     | score=0.000 | loss=0.1949 | acc=0.938 ✓
[Server] Round 99: active=10/10 | τ=0.800 | avg_score=0.155 | avg_acc=0.847
  Client 00 | round= 25 | stage=STABLE     | score=0.156 | loss=0.4342 | acc=0.811 ✓
  Client 01 | round= 25 | stage=STABLE     | score=0.000 | loss=0.3874 | acc=0.811 ✓
  Client 02 | round= 25 | stage=REPLAY     | score=0.442 | loss=0.3579 | acc=0.833 ✓
  Client 03 | round= 25 | stage=STABLE     | score=0.000 | loss=0.3752 | acc=0.815 ✓
  Client 04 | round= 25 | stage=REPLAY     | score=0.796 | loss=0.3292 | acc=0.842 ✓
  Client 05 | round= 25 | stage=STABLE     | score=0.000 | loss=0.4339 | acc=0.789 ✓
  Client 06 | round= 25 | stage=STABLE     | score=0.000 | loss=0.1838 | acc=0.945 ✓
  Client 07 | round= 25 | stage=STABLE     | score=0.000 | loss=0.1806 | acc=0.961 ✓
  Client 08 | round= 25 | stage=STABLE     | score=0.011 | loss=0.3520 | acc=0.859 ✓
  Client 09 | round= 25 | stage=REPLAY     | score=0.309 | loss=0.3866 | acc=0.812 ✓
[Server] Round 100: active=10/10 | τ=0.800 | avg_score=0.172 | avg_acc=0.848
 Task 3 | Acc=0.8794  Precision=0.8705  F1=0.9206  Recall=0.9778
  [DRC] Client 00 consolidating EWC anchor (task done) ...
  [DRC] Client 01 consolidating EWC anchor (task done) ...
  [DRC] Client 02 consolidating EWC anchor (task done) ...
  [DRC] Client 03 consolidating EWC anchor (task done) ...
  [DRC] Client 04 consolidating EWC anchor (task done) ...
  [DRC] Client 05 consolidating EWC anchor (task done) ...
  [DRC] Client 06 consolidating EWC anchor (task done) ...
  [DRC] Client 07 consolidating EWC anchor (task done) ...
  [DRC] Client 08 consolidating EWC anchor (task done) ...
  [DRC] Client 09 consolidating EWC anchor (task done) ...

───────────────────────────────────────────────────────
 TASK 4  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=2.1456 | acc=0.423 ✓
  Client 01 | round=  1 | stage=REPLAY     | score=0.315 | loss=2.0418 | acc=0.423 ✓
  Client 02 | round=  1 | stage=STABLE     | score=0.000 | loss=1.9815 | acc=0.423 ✓
  Client 03 | round=  1 | stage=REPLAY     | score=0.790 | loss=2.1578 | acc=0.423 ✓
  Client 04 | round=  1 | stage=REPLAY     | score=0.334 | loss=1.6887 | acc=0.517 ✓
  Client 05 | round=  1 | stage=REPLAY     | score=0.768 | loss=1.4560 | acc=0.483 ✓
  Client 06 | round=  1 | stage=REPLAY     | score=0.763 | loss=1.5635 | acc=0.464 ✓
  Client 07 | round=  1 | stage=STABLE     | score=0.000 | loss=1.4002 | acc=0.536 ✓
  Client 08 | round=  1 | stage=REPLAY     | score=0.602 | loss=1.9573 | acc=0.371 ✓
